psp_transaction_id;merchant_reference;amount;currency;payment_date;status;transaction_type;card_brand;merchant_name
TXN702385;ORD-2024-00480;98.95;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN702656;ORD-2024-00537;2052.5;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN703340;ORD-2024-00676;12294.05;AED;2024-09-30;CAPTURED;CAPTURE;AMEX;Kibsons
TXN701766;ORD-2024-00360;11771.95;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN702567;ORD-2024-00519;192.25;USD;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN700240;ORD-2024-00046;161.95;SAR;2024-09-24;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN703496;ORD-2024-00706;13502.1;AED;2024-10-01;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN704876;ORD-2024-00982;66;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN702102;ORD-2024-00426;8104;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Noon Retail
TXN702932;ORD-2024-00589;841.05;AED;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN700539;ORD-2024-00108;81;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN703888;ORD-2024-00791;2008.05;AED;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN703708;ORD-2024-00750;49.99;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700450;ORD-2024-00089;1824.99;AED;2024-09-27;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702868;ORD-2024-00577;5772.99;SAR;2024-09-11;CAPTURED;CAPTURE;VISA;Noon Retail
TXN703795;ORD-2024-00768;11672;USD;2024-09-13;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN701058;ORD-2024-00210;140;AED;2024-09-09;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN701739;ORD-2024-00354;81.75;AED;2024-09-30;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN700672;ORD-2024-00136;159.5;AED;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN704776;ORD-2024-00963;788;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN703872;ORD-2024-00789;28.95;AED;2024-09-30;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN701011;ORD-2024-00201;13725.25;USD;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703323;ORD-2024-00673;2313.99;USD;2024-09-08;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN701567;ORD-2024-00318;6306.75;SAR;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN703048;ORD-2024-00617;10607.75;AED;2024-09-17;CAPTURED;CAPTURE;AMEX;Kibsons
TXN704291;ORD-2024-00871;101;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN701379;ORD-2024-00277;1806.95;AED;2024-09-02;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN700319;ORD-2024-00062;13.60;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN704209;ORD-2024-00854;1145;AED;2024-09-07;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN704743;ORD-2024-00956;125.1;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN700721;ORD-2024-00145;6931.05;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN702980;ORD-2024-00604;22.12;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN701686;ORD-2024-00342;172.75;AED;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN704114;ORD-2024-00834;142;AED;2024-09-05;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN704993;ORD-2024-01002;60.00;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN701717;ORD-2024-00350;325;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN701335;ORD-2024-00267;1500;AED;2024-09-20;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN701128;ORD-2024-00223;4979.75;AED;2024-09-27;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN700131;ORD-2024-00024;5026.1;EUR;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN705056;ORD-2024-01007;100.00;AED;2024-09-27;CAPTURED;CAPTURE;VISA;Kibsons
TXN701587;ORD-2024-00322;1881.1;AED;2024-09-17;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN704797;ORD-2024-00967;1044.75;AED;2024-09-24;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN700430;ORD-2024-00085;179.25;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702817;ORD-2024-00569;165.75;USD;2024-09-27;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN702976;ORD-2024-00603;13641;AED;2024-09-17;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN705039;ORD-2024-90001;698.5;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN704174;ORD-2024-00844;170.05;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN702434;ORD-2024-00490;155.95;AED;2024-09-06;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702781;ORD-2024-00561;96;USD;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN702948;ORD-2024-00596;2044;USD;2024-09-06;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN701915;ORD-2024-00393;142;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN702615;ORD-2024-00529;1844;USD;2024-09-22;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN702678;ORD-2024-00540;156;USD;2024-09-22;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN703934;ORD-2024-00802;8760.49;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702082;ORD-2024-00422;13868;AED;2024-09-21;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN702934;ORD-2024-00591;970.05;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Home Centre
TXN704553;ORD-2024-00918;8265;SAR;2024-09-15;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN704016;ORD-2024-00818;154.95;USD;2024-09-03;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN704036;ORD-2024-00820;-584.12;AED;2024-09-24;REFUNDED;REFUND;MASTERCARD;Zara Home Dubai
TXN701420;ORD-2024-00283;9414.49;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN704810;ORD-2024-00970;559.99;USD;2024-09-13;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN703921;ORD-2024-00799;134;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Home Centre
TXN703525;ORD-2024-00713;12219.95;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN704493;ORD-2024-00906;1857;SAR;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN702695;ORD-2024-00542;161.5;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN701240;ORD-2024-00247;11711.49;AED;2024-10-01;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN700401;ORD-2024-00079;1444.5;AED;2024-09-22;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN703130;ORD-2024-00632;5126;USD;2024-09-10;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN703812;ORD-2024-00773;9081;AED;2024-09-09;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN704499;ORD-2024-00908;9391.25;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN702355;ORD-2024-00474;8758.25;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN703759;ORD-2024-00759;2835.75;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN702801;ORD-2024-00564;1843.05;SAR;2024-09-27;CAPTURED;CAPTURE;MADA;Home Centre
TXN702664;ORD-2024-00538;2217;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704672;ORD-2024-00941;13087.99;AED;2024-09-02;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN701318;ORD-2024-00264;99.75;AED;2024-09-18;CAPTURED;CAPTURE;MADA;Café Bateel
TXN703709;ORD-2024-00751;2761.25;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN704605;ORD-2024-00928;13558.05;SAR;2024-09-29;CAPTURED;CAPTURE;MADA;Kibsons
TXN701961;ORD-2024-00401;22.5;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN703253;ORD-2024-00658;2251.95;AED;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN702704;ORD-2024-00544;4163;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703211;ORD-2024-00648;2024.1;AED;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN703266;ORD-2024-00660;138.05;EUR;2024-09-11;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN701013;ORD-2024-00202;4139.1;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN702244;ORD-2024-00453;115;AED;2024-09-01;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN701853;ORD-2024-00383;105.05;AED;2024-09-07;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN702001;ORD-2024-00409;10231;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Kibsons
TXN703819;ORD-2024-00775;53.1;SAR;2024-09-05;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN704338;ORD-2024-00881;8352.5;USD;2024-09-14;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN703760;ORD-2024-00760;169.1;USD;2024-09-21;CAPTURED;CAPTURE;VISA;Café Bateel
TXN702399;ORD-2024-00483;1711;AED;2024-09-28;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN700322;ORD-2024-00065;92.75;AED;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN704668;ORD-2024-00940;7702.95;USD;2024-09-12;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN704765;ORD-2024-00961;13334.5;AED;2024-09-07;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN700543;ORD-2024-00109;6017.99;SAR;2024-09-03;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN701500;ORD-2024-00304;156;AED;2024-09-03;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN704948;ORD-2024-00995;2238;AED;2024-09-10;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN702025;ORD-2024-00414;935.95;AED;2024-09-29;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN701626;ORD-2024-00330;17;EUR;2024-09-16;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN700659;ORD-2024-00132;1657.75;AED;2024-09-18;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703226;ORD-2024-00653;2151;USD;2024-09-23;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN703195;ORD-2024-00645;14628.75;AED;2024-09-22;CAPTURED;CAPTURE;VISA;Café Bateel
TXN703182;ORD-2024-00642;2156.1;AED;2024-09-28;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN703349;ORD-2024-00678;10495.1;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN700308;ORD-2024-00060;1268.05;AED;2024-09-13;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN703465;ORD-2024-00701;1377.1;AED;2024-09-24;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703487;ORD-2024-00705;429;AED;2024-09-24;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN703291;ORD-2024-00666;14167.1;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN702803;ORD-2024-00565;11769.1;AED;2024-09-05;CAPTURED;CAPTURE;VISA;Kibsons
TXN702545;ORD-2024-00513;2003.95;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN703785;ORD-2024-00766;167.99;SAR;2024-09-19;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN702885;ORD-2024-00579;3391.25;AED;2024-09-05;CAPTURED;CAPTURE;VISA;Home Centre
TXN701628;ORD-2024-00332;1174.75;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN700141;ORD-2024-00027;132;USD;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN701317;ORD-2024-00263;19.95;AED;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN700654;ORD-2024-00130;2308;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Noon Retail
TXN703364;ORD-2024-00682;13025.25;SAR;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN703432;ORD-2024-00696;57.5;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN703104;ORD-2024-00628;563.05;USD;2024-09-22;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN702111;ORD-2024-00428;68.75;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN704594;ORD-2024-00926;13750.49;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN702814;ORD-2024-00567;12359.1;AED;2024-09-02;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN701799;ORD-2024-00367;1340;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN704279;ORD-2024-00869;1623.95;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN701492;ORD-2024-00302;7923.99;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN701838;ORD-2024-00380;331.75;AED;2024-09-06;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN705009;ORD-2024-01004;-30.00;AED;2024-09-29;REFUNDED;REFUND;VISA;Al Maya Group
TXN701385;ORD-2024-00278;13489;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Müller & Co
TXN703606;ORD-2024-00732;12.75;USD;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN700547;ORD-2024-00110;76.25;SAR;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN700367;ORD-2024-00073;1882.99;AED;2024-09-21;CAPTURED;CAPTURE;AMEX;Home Centre
TXN702033;ORD-2024-00415;2463.99;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN702811;ORD-2024-00566;9.75;EUR;2024-09-08;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN700110;ORD-2024-00020;2081.5;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Müller & Co
TXN702928;ORD-2024-00588;70.25;AED;2024-09-24;CAPTURED;CAPTURE;VISA;Noon Retail
TXN701094;ORD-2024-00217;8119.75;SAR;2024-09-16;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN701666;ORD-2024-00338;2415.49;USD;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN700962;ORD-2024-00192;12672;AED;2024-09-21;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN702918;ORD-2024-00585;10434.95;USD;2024-09-03;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN701432;ORD-2024-00287;7478.75;AED;2024-09-29;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN701316;ORD-2024-00262;786.75;SAR;2024-09-14;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN701551;ORD-2024-00312;11232.99;SAR;2024-09-13;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN704548;ORD-2024-00917;-178;AED;2024-09-18;REFUNDED;REFUND;VISA;Café Bateel
TXN703602;ORD-2024-00730;58;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Müller & Co
TXN702310;ORD-2024-00466;25;SAR;2024-09-09;CAPTURED;CAPTURE;AMEX;Kibsons
TXN700882;ORD-2024-00173;10480.05;AED;2024-10-01;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704725;ORD-2024-00952;70;AED;2024-09-30;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN703436;ORD-2024-00697;14825;AED;2024-09-29;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN700118;ORD-2024-00022;16;USD;2024-09-05;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN701113;ORD-2024-00220;521;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN700211;ORD-2024-00038;14783.1;AED;2024-09-23;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN702625;ORD-2024-00531;13095;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN703207;ORD-2024-00647;10555;AED;2024-09-12;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN704563;ORD-2024-00920;12919.49;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703647;ORD-2024-00738;1706.5;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN702009;ORD-2024-00411;2061.05;AED;2024-09-04;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN704148;ORD-2024-00840;7560.75;AED;2024-09-20;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN702505;ORD-2024-00506;30.5;AED;2024-09-25;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN704615;ORD-2024-00930;2479;SAR;2024-09-21;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701610;ORD-2024-00327;509.49;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN702142;ORD-2024-00434;35.05;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN703752;ORD-2024-00758;2886.95;EUR;2024-09-29;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN702601;ORD-2024-00527;9238.99;AED;2024-09-29;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN702128;ORD-2024-00431;13694.05;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN701522;ORD-2024-00308;2441.99;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN703216;ORD-2024-00649;91.95;EUR;2024-09-13;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN704486;ORD-2024-00904;44;USD;2024-09-19;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN705091;ORD-2024-01009;-100.00;AED;2024-10-02;REFUNDED;REFUND;MADA;Al Futtaim Trading
TXN700320;ORD-2024-00063;10671.99;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN704704;ORD-2024-00948;2287.05;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Müller & Co
TXN703460;ORD-2024-00700;3016.49;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN701220;ORD-2024-00242;11.99;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703954;ORD-2024-00807;12117.75;AED;2024-09-04;CAPTURED;CAPTURE;MADA;Müller & Co
TXN700378;ORD-2024-00075;5367.49;AED;2024-09-23;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN701275;ORD-2024-00253;2085;SAR;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN701994;ORD-2024-00408;447.05;AED;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN703078;ORD-2024-00623;50.5;AED;2024-09-11;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN703121;ORD-2024-00631;553.49;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN701644;ORD-2024-00334;6090.75;SAR;2024-09-17;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN703971;ORD-2024-00810;2015;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN702374;ORD-2024-00477;4008;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN702149;ORD-2024-00435;8376.75;AED;2024-09-24;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN703777;ORD-2024-00764;9271.1;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN700641;ORD-2024-00127;67.05;AED;2024-09-07;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN704479;ORD-2024-00903;2165.49;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN700833;ORD-2024-00168;978.57;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN700688;ORD-2024-00139;9965;AED;2024-09-02;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN702532;ORD-2024-00510;1743.1;AED;2024-09-02;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN702067;ORD-2024-00420;142.99;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Kibsons
TXN701819;ORD-2024-00376;2246.49;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Café Bateel
TXN703017;ORD-2024-00611;12322.49;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN700187;ORD-2024-00034;2620.49;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN705053;ORD-2024-95000;-25.00;AED;2024-09-26;REFUNDED;REFUND;VISA;Noon Retail
TXN704930;ORD-2024-00990;5767.05;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Home Centre
TXN704809;ORD-2024-00969;7;SAR;2024-09-03;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN700747;ORD-2024-00153;976.1;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN701337;ORD-2024-00268;1898.49;USD;2024-09-02;CAPTURED;CAPTURE;VISA;Kibsons
TXN705099;ORD-2024-01010;100.00;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN702562;ORD-2024-00518;10361.95;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN702740;ORD-2024-00553;12060.1;AED;2024-09-21;CAPTURED;CAPTURE;VISA;Café Bateel
TXN705025;ORD-2024-01005;-100.00;AED;2024-10-01;REFUNDED;REFUND;VISA;Café Bateel
TXN704554;ORD-2024-00919;14233.25;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN701119;ORD-2024-00221;14098.5;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Kibsons
TXN703306;ORD-2024-00669;4756;AED;2024-10-01;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN701411;ORD-2024-00282;15.75;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN703538;ORD-2024-00716;1471.25;AED;2024-09-03;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN701512;ORD-2024-00306;180.75;USD;2024-09-15;CAPTURED;CAPTURE;MADA;Müller & Co
TXN701682;ORD-2024-00341;655.5;EUR;2024-09-30;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN700856;ORD-2024-00170;172.99;AED;2024-10-01;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN704156;ORD-2024-00841;2263.95;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN704631;ORD-2024-00934;7257.1;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN705050;ORD-2024-90003;1730;SAR;2024-09-10;CAPTURED;CAPTURE;MADA;Café Bateel
TXN703599;ORD-2024-00729;2103.25;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN702263;ORD-2024-00458;256.49;USD;2024-09-19;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN701969;ORD-2024-00402;669;USD;2024-09-15;CAPTURED;CAPTURE;VISA;Noon Retail
TXN700612;ORD-2024-00120;99.5;AED;2024-09-05;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN702850;ORD-2024-00574;11387.05;EUR;2024-09-16;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702348;ORD-2024-00473;70.99;USD;2024-09-15;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN700160;ORD-2024-00030;5594.39;EUR;2024-09-15;CAPTURED;CAPTURE;MADA;Home Centre
TXN700266;ORD-2024-00052;391;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN702821;ORD-2024-00570;3545.05;SAR;2024-09-28;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN700311;ORD-2024-00061;5781.1;USD;2024-09-15;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN703503;ORD-2024-00709;64.5;SAR;2024-09-11;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN700951;ORD-2024-00189;122.5;AED;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN700594;ORD-2024-00117;112;SAR;2024-09-22;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN701134;ORD-2024-00226;7701.05;AED;2024-09-28;CAPTURED;CAPTURE;VISA;Kibsons
TXN700330;ORD-2024-00066;3121.5;EUR;2024-09-27;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN702998;ORD-2024-00607;1697;USD;2024-09-04;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN701229;ORD-2024-00245;100.99;EUR;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN701296;ORD-2024-00258;65.99;AED;2024-09-22;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN701331;ORD-2024-00266;24.95;AED;2024-09-04;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704768;ORD-2024-00962;10.49;USD;2024-09-13;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702550;ORD-2024-00515;66.05;AED;2024-09-21;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN704087;ORD-2024-00828;34.05;AED;2024-09-29;CAPTURED;CAPTURE;AMEX;Home Centre
TXN702513;ORD-2024-00507;12388.49;SAR;2024-09-16;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN704806;ORD-2024-00968;1799.95;SAR;2024-09-13;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN702075;ORD-2024-00421;8330.05;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700789;ORD-2024-00161;178.99;AED;2024-09-21;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN703036;ORD-2024-00614;150;AED;2024-09-05;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701427;ORD-2024-00286;77.75;SAR;2024-09-03;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN703733;ORD-2024-00755;675.95;SAR;2024-09-18;CAPTURED;CAPTURE;AMEX;Al Maya Group
